model,val_accuracy,train_runtime_s,params,best_val_loss
model_a,0.8675799369812012,86.10344934463501,2814,0.5424313545227051
model_b,0.9474886059761047,34.88994336128235,462323,0.15535593032836914
model_c,0.33105021715164185,296.8589520454407,28222,1.112277626991272
model_d,0.33105021715164185,346.3515417575836,28222,1.1136304140090942
